run1;0;50.0;64.4;49.68;46.2526315789;6.80092872915;64.4;77.28;77.0
run1;1;61.0;70.3;50.783880597;17.8;4.21900462195;70.3;84.36;77.0
run1;2;70.0;74.2;57.7978947368;7.43157894737;2.72609224851;74.2;89.04;78.0
run1;3;71.0;76.0;50.6666666667;6.42105263158;2.53397960362;76.0;91.2;79.0
run1;4;71.0;77.35;40.2803773585;4.02894736842;2.0072237963;77.35;92.82;80.0
run1;5;74.0;78.55;62.4869662921;4.47105263158;2.11448637536;78.55;94.26;83.0
run1;6;77.0;80.2;61.8685714286;2.8;1.67332005307;80.2;96.24;83.0
run1;7;77.0;81.05;64.4296202532;4.57631578947;2.13923252347;81.05;97.26;85.0
run1;8;78.0;82.4;66.6365217391;6.14736842105;2.47938871923;82.4;98.88;87.0
run1;9;80.0;83.15;72.3490721649;4.87105263158;2.20704613263;83.15;99.78;88.0
run1;10;81.0;84.95;73.8573553719;7.41842105263;2.72367785405;84.95;101.94;91.0
run1;11;82.0;87.05;69.2882828283;8.89210526316;2.98196332358;87.05;104.46;92.0
run1;12;82.0;88.3;64.6280851064;9.58947368421;3.09668753416;88.3;105.96;93.0
run1;13;86.0;90.8;63.56;5.11578947368;2.26181110478;90.8;108.96;94.0
run1;14;85.0;91.65;39.78;3.71315789474;1.92695560269;91.65;109.98;94.0
run1;15;90.0;91.95;74.4570731707;1.20789473684;1.0990426456;91.95;110.34;94.0
run1;16;90.0;92.2;77.7114285714;1.64210526316;1.28144655103;92.2;110.64;95.0
run1;17;89.0;92.35;69.0011320755;1.81842105263;1.34848843252;92.35;110.82;95.0
run1;18;91.0;92.7;78.9965217391;2.32631578947;1.52522647154;92.7;111.24;95.0
run1;19;90.0;93.3;70.4933333333;3.37894736842;1.83819133074;93.3;111.96;96.0
run1;20;91.0;93.8;69.9236363636;2.58947368421;1.60918416728;93.8;112.56;96.0
run1;21;91.0;94.7;78.4027906977;3.69473684211;1.92216982655;94.7;113.64;99.0
run1;22;93.0;95.8;83.0266666667;3.64210526316;1.90843005194;95.8;114.96;100.0
run1;23;92.0;95.95;77.2338271605;4.89210526316;2.21181040398;95.95;115.14;100.0
run1;24;93.0;97.25;67.1909090909;3.25;1.80277563773;97.25;116.7;100.0
run1;25;94.0;97.85;73.9311111111;3.39736842105;1.84319516629;97.85;117.42;101.0
run1;26;96.0;98.55;78.0355102041;2.89210526316;1.70061908232;98.55;118.26;101.0
run1;27;94.0;98.8;69.16;3.43157894737;1.85245214442;98.8;118.56;102.0
run1;28;97.0;99.45;80.34;1.62894736842;1.27630222456;99.45;119.34;102.0
run1;29;97.0;99.9;72.3085714286;2.30526315789;1.51830930903;99.9;119.88;102.0
run1;30;97.0;99.55;78.8273469388;2.89210526316;1.70061908232;99.55;119.46;102.0
run1;31;98.0;100.1;85.6027586207;2.41052631579;1.55258697527;100.1;120.12;103.0
run1;32;98.0;100.2;88.5978947368;3.01052631579;1.73508683235;100.2;120.24;104.0
run1;33;98.0;101.35;82.7460273973;3.71315789474;1.92695560269;101.35;121.62;105.0
run1;34;98.0;102.2;79.6084210526;3.85263157895;1.96281216089;102.2;122.64;106.0
run1;35;101.0;102.85;90.7692063492;2.23947368421;1.49648711462;102.85;123.42;106.0
run1;36;102.0;103.8;86.8145454545;1.11578947368;1.05630936457;103.8;124.56;106.0
